rack_id,inlet_temp,outlet_temp,airflow,fan_speed,load_kw
R39,19.604387146892087,30.33159919948806,842.4592979738029,0.5917173949330818,10.168886881742097
R23,20.83824373195297,22.93362171619822,1195.1850566229325,0.9330880728874675,3.5227525095137953
R21,22.044443653223965,32.375358395644774,649.2166374514453,0.8058265802441404,8.557333586649449
R42,22.444157803129485,24.87128750173407,973.2756946575586,0.9868777594207296,3.419990968922539
R44,19.698012845155393,29.041152663452426,666.5531531228087,0.7962072844310213,7.628109945722504
R39,21.719563005285984,23.75774724891535,1214.4884485364203,0.9711008778424264,3.119384650438799
R02,20.932702392315026,32.26487541983511,646.3624647931555,0.7200762468698007,9.158097238609411
R14,19.244121392355034,25.350700444094596,830.1006425552308,0.5911180438940311,6.519545468159167
R04,23.47693315999082,26.23042289669778,1398.5097284529402,0.9847923138822793,4.6636900997297435
R08,22.946386498920045,28.730248384340296,1193.0470417738757,0.7604171300129119,8.133995769648594
R47,19.738895390636866,31.84197428973339,695.1648629179903,0.6783766633467947,10.458637582367365
R15,18.873866410826974,24.684160049727634,578.2633460858848,0.5078182033705969,4.487402451567022
R11,23.396880518421924,26.610445958182762,1225.4410021182173,0.855670976374325,4.789581636799246
R41,21.50850462514592,29.502914373400323,1072.615865503643,0.9250192888948996,11.234637079894027
R24,17.91115395636017,27.313007854313206,811.3847876511664,0.7956488938538635,8.993301209557469
R47,21.928347921780098,29.563307866942964,1099.6294184907435,0.8803925243084487,9.419203085006956
R09,22.300978156221188,33.99696927678802,639.5782831928382,0.5554454104059157,9.395966007172087
R49,20.93116709265299,24.23493536559916,1151.0795496053204,0.7542853455823514,5.82920382968694
R43,23.409962622665443,26.69859511067987,1242.5445921636417,0.9714267852789905,4.827551022612925
R42,20.940479592465923,27.918464286730725,1222.7403032695331,0.8167018782552118,10.273083416079754
R30,23.448166503051755,38.05687842684964,594.4126383751312,0.662172510502637,10.949522330269815
R01,16.68964790487306,20.756344482608267,1037.801212914212,0.7135538943131281,5.051416462877475
R37,21.033754642497414,32.439938902893545,631.7233130939405,0.6347061668992607,9.231924296012433
R24,18.162457569401916,25.087045440097267,1075.51216697576,0.681814801189647,9.3271706300566
R49,21.116467953547975,30.64304321073432,1001.5753194325542,0.6333905071376424,11.979664365440478
R32,22.679641928373286,38.42375981155065,567.6672209057272,0.6197809453334862,11.174392973699883
R32,23.455666228331733,34.40564982422511,592.158229904158,0.5404266631663577,8.334270514914543
R05,20.01892734973862,26.66417659011439,1003.493430188218,0.8167648553804474,8.690752475342215
R29,23.775023228832538,37.335241870115475,647.1957934049661,0.6629794526009424,10.72522924332348
R20,23.24109643192347,32.030243549770674,794.3122052660683,0.5871832145024958,8.806555113685048
R01,25.744638234641442,34.599840080803645,839.2002262482584,0.8676080596203861,9.081211053353528
R07,18.785033530877545,25.20388715273488,1130.4581762437965,0.9086111001006079,8.939856414307611
R48,20.797205508856546,28.34252130032598,1173.479955645901,0.7791467268035488,11.688774161599143
R19,23.23528169102229,29.16983483909602,1432.0044067562305,0.9485551299762885,9.533601109832155
R11,18.300394125671538,26.550358464466864,1191.8850309492102,0.8926703255569718,11.420714947988527
R25,25.731549022289514,41.34798412133978,466.6734314796456,0.5025307919231093,8.971515921972502
R16,19.33985186897043,39.290976046032405,478.8722116816646,0.5879626263386727,11.950117163497387
R08,21.50922376799426,29.320393760062316,1039.859423997769,0.8288064461501716,10.6430106944476
R22,22.55338159866004,26.747744073224954,1099.4386058276539,0.9865052773762228,5.195906790411752
R34,21.253761620699276,25.986046675331504,1098.2210326101858,0.8225516810152824,6.150705669252082
R48,21.751735222236682,28.68020313379173,674.1934180073334,0.5121579832157269,5.526951261967702
R31,24.091142336692634,33.652793143189186,959.4504146496762,0.92650472773368,11.672579793803276
R03,23.260149877202014,27.14435394204586,1205.6832786913062,0.7784006312291751,4.525434720174832
R24,20.28951896224038,24.07484901253962,908.1975040867791,0.8355717584120252,4.880268458538241
R26,19.244661264085817,25.467643148583473,1155.6569157280137,0.848507870497634,9.66691755978784
R26,23.030095372612095,30.718255072872772,1428.8633897852358,0.9335361592900518,10.291020552112627
R45,22.13670250220766,28.280753270742174,598.3491811068441,0.5354704584999639,4.7484655816083805
R32,18.423006990039006,29.4093476902472,607.3099773504559,0.517971136898371,8.204521268965566
R22,18.016924426937173,25.988781574113347,541.5509939306331,0.5194173672147115,5.252262244642776
R08,26.778071914784924,37.764873016014604,789.257746330039,0.6079105137484215,9.929941977887498
R40,24.096039487989906,30.146820780360486,1198.394078512273,0.9879260397312672,9.534822003503955
R19,20.45636184448649,33.85848603269944,442.3184209401746,0.5392281906711329,6.950742786350725
R01,22.542123497484525,33.95994498370855,542.4681110250818,0.6198936795787016,6.98117006757994
R05,24.533822298373245,33.78376738940876,708.5115962355726,0.709800031213895,8.505486716109171
R29,22.887638856292458,30.705848592513625,435.4420307415109,0.5230013210108764,4.044653764562247
R12,21.037503732352988,21.970648357931726,1274.4984236781706,0.8816822115019555,3.1544499164857522
R37,21.743175706920585,26.496246036095137,1056.8264944316156,0.8079250490261083,6.586542609576361
R19,21.595084948336897,26.515027150311436,1231.7391506977349,0.9282449205941612,7.528226327220789
R32,20.76973264445734,32.30727219019007,874.8103492968959,0.7877370889379395,11.462072172824618
R43,21.02713446789528,29.5720277029638,1087.364565498526,0.6930513189003871,11.473183278988726
R08,21.943157084801868,26.82353023515651,901.7650403887308,0.8408068344863948,6.468569588690086
R50,20.740598285469773,26.496157375575066,1303.0189304891867,0.9387360067635264,8.660485621018957
R10,20.769509568461018,26.47191061866197,988.7478647809374,0.7842601418749792,6.811238480773067
R49,21.56463759354556,29.830224125561966,1035.5065030154833,0.6704017701265089,9.98771664667797
R13,21.348053718037022,34.29912706788353,682.3814860299021,0.6191180762019897,9.659178844026371
R25,21.457919075422915,25.61765107029619,1053.305620442609,0.9477616142481002,5.880446409275506
R14,24.247083563383033,33.532978554106165,885.3767264002748,0.7412604748213212,9.09092913981873
R21,21.97550645430617,27.62209582741957,1282.4969443609184,0.8957895218629243,9.771370764939121
R39,25.627333151757814,38.87523192667611,733.6342956258144,0.527935577338675,11.963381178272963
R47,21.13339318619488,24.243136594462605,1140.2033291875407,0.8807553158587361,4.286925138475523
R50,22.891013802562767,34.8700873806576,694.074832726167,0.5733024108460127,11.02707217899099
R45,20.563111557495127,24.046093757911112,1411.9885513696986,0.9063997836287513,6.335779323602019
R44,21.96196758419462,27.372618772972633,1086.0287490705637,0.7121110046234882,8.025638247622245
R13,23.295116218027427,28.42210435288057,1094.357384003254,0.7857365126025053,6.646818781032755
R39,19.108780055055835,24.940265301073204,1242.7370899942725,0.7916843825485798,9.71440391338881
R33,22.139305329037757,27.675999055562496,794.8337912426877,0.9816112697203057,5.012362546675074
R11,20.5963731149448,30.72512644362985,849.7333871808905,0.6264950839946206,11.272041437507935
R01,26.379605866435345,31.717774976069727,1204.8127380992485,0.7921571559615501,8.648022720756572
R08,20.48618781897681,24.00891911766081,914.507005492083,0.8234241808343619,4.52711913506009
R37,18.174586965871562,25.334703131468125,1349.1628168999666,0.9931053722398014,11.769553268995498
R20,25.369369929211242,36.20378138565619,576.0921181150356,0.6354788212575649,8.425036938209686
R25,24.358880241442574,27.875302796973845,1442.637932398326,0.9663642416770066,6.76418732661557
R32,24.307063744015736,33.973431677518505,963.4850506139323,0.6883694849689703,11.867574455989539
R49,21.782742671822287,31.904455937007413,831.1742901711411,0.7343465798974851,10.54495834240024
R06,22.332859071606322,29.60854448619022,1073.9876160333067,0.7671731375147315,9.22542957452021
R37,20.686942097062364,31.77525226445349,684.0117671692922,0.6889252746378932,9.813730818382103
R45,18.931771658528756,27.804191983166568,821.5692075401884,0.6143214027517314,8.45557171005792
R08,20.964175488388733,24.30410586367994,884.6429896334308,0.7490825933229465,3.1996626782727144
R01,19.95923350547569,25.2642473538529,1171.7359471232369,0.7804689857676932,7.9671615489703695
R47,22.406227095893012,27.069072366118466,1170.2864747714432,0.8923341319721547,6.784822007985676
R50,21.461186331110884,30.123753157624222,800.5263600670955,0.6961220225498661,8.309259181691697
R38,25.81181447385399,31.618363513677757,991.8857010811845,0.9552356392016366,7.05819402674494
R29,21.437229786897827,23.61296902676982,1149.877114219552,0.9632938125807472,4.323661328361341
R34,18.36139910094014,29.360386389509305,651.6796160789569,0.6737067041127072,8.587251159798821
R47,22.733196492193695,28.66608955207403,519.7596161203174,0.5640229194788862,4.159917497195843
R40,22.93555909241542,29.94903108450329,1058.360586464192,0.7058306071787641,9.26851319604371
R19,22.101685138272313,33.32793359976779,725.0636777281235,0.6725413139111933,10.396115731600043
R05,25.929450265832777,34.632416905256754,658.3058937548316,0.6031668592028963,7.147008912294532
R09,19.547893991603793,22.633397136425522,999.9418239541868,0.7405726970281465,3.830615276058715
R48,20.527175655484708,23.8951957762834,922.5192168890534,0.6384388240736019,3.5497016386937736
R15,22.3841807612653,29.766586679215305,951.335931536397,0.9620208795537166,7.829315813885993
