rack_id,inlet_temp,outlet_temp,airflow,fan_speed,load_kw,delta_temp,cooling_efficiency,airflow_per_kw,fan_speed_per_kw,thermal_risk_flag,risk_score,risk_level,contributing_factors,primary_driver,recommended_action
R39,19.604387146892087,30.33159919948806,842.4592979738029,0.5917173949330818,10.168886881742097,10.727212052595974,1.0549052396144096,82.8467567562789,0.0581890035570649,0,40,Medium,"['High thermal rise per kW', 'Insufficient airflow per load']",High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R23,20.83824373195297,22.93362171619822,1195.1850566229325,0.9330880728874676,3.522752509513796,2.09537798424525,0.5948127149399008,339.27590808469535,0.2648747166789332,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R21,22.044443653223965,32.375358395644774,649.2166374514453,0.8058265802441404,8.557333586649449,10.33091474242081,1.2072586206687532,75.86669736286868,0.0941679522113447,0,40,Medium,"['High thermal rise per kW', 'Insufficient airflow per load']",High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R42,22.444157803129485,24.87128750173407,973.2756946575586,0.9868777594207296,3.419990968922539,2.4271296986045847,0.7096889204269585,284.5842879416103,0.2885615103631819,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R44,19.6980128451554,29.041152663452426,666.5531531228087,0.7962072844310213,7.628109945722504,9.343139818297027,1.2248302508455893,87.38116753240837,0.1043780556515835,0,40,Medium,"['High thermal rise per kW', 'Insufficient airflow per load']",High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R39,21.719563005285984,23.75774724891535,1214.4884485364205,0.9711008778424264,3.119384650438799,2.0381842436293667,0.6533930476777394,389.3359058382172,0.3113116805604025,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R02,20.932702392315026,32.26487541983511,646.3624647931555,0.7200762468698007,9.158097238609413,11.33217302752008,1.2373938310837138,70.57824872924157,0.0786272768358527,0,40,Medium,"['High thermal rise per kW', 'Insufficient airflow per load']",High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R14,19.24412139235504,25.3507004440946,830.1006425552308,0.5911180438940311,6.519545468159167,6.106579051739562,0.9366571767255104,127.32492573437251,0.0906685974936435,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R04,23.47693315999082,26.23042289669778,1398.5097284529402,0.9847923138822792,4.663690099729744,2.7534897367069604,0.5904100996904837,299.87192513798936,0.2111616108324493,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R08,22.946386498920045,28.730248384340296,1193.0470417738757,0.7604171300129119,8.133995769648594,5.783861885420251,0.7110726448865765,146.6741655098522,0.0934862952413071,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R47,19.738895390636863,31.84197428973339,695.1648629179903,0.6783766633467947,10.458637582367365,12.103078899096529,1.1572328425933405,66.4680133949757,0.064862813918564,0,40,Medium,"['High thermal rise per kW', 'Insufficient airflow per load']",High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R15,18.87386641082697,24.68416004972764,578.2633460858848,0.5078182033705969,4.487402451567022,5.810293638900667,1.2948011018872811,128.86371399203395,0.1131652908005308,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R11,23.396880518421924,26.61044595818276,1225.4410021182173,0.855670976374325,4.789581636799246,3.213565439760835,0.6709490898057596,255.85554126542624,0.1786525507363828,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R41,21.50850462514592,29.502914373400323,1072.615865503643,0.9250192888948996,11.234637079894028,7.994409748254402,0.7115859365463196,95.47401112077226,0.0823363747593015,0,40,Medium,"['High thermal rise per kW', 'Insufficient airflow per load']",High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R24,17.91115395636017,27.31300785431321,811.3847876511664,0.7956488938538635,8.993301209557469,9.40185389795304,1.0454285560858774,90.221017704698,0.0884712827152171,0,40,Medium,"['High thermal rise per kW', 'Insufficient airflow per load']",High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R47,21.92834792178009,29.563307866942964,1099.6294184907435,0.8803925243084487,9.419203085006956,7.634959945162869,0.8105738751206925,116.74336019371763,0.0934678354806699,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R09,22.300978156221188,33.99696927678802,639.5782831928382,0.5554454104059157,9.395966007172088,11.695991120566834,1.2447885732706037,68.06945477502133,0.0591153065030179,0,40,Medium,"['High thermal rise per kW', 'Insufficient airflow per load']",High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R49,20.93116709265299,24.23493536559916,1151.0795496053204,0.7542853455823514,5.82920382968694,3.3037682729461686,0.5667614942748707,197.4677131280104,0.1293976617768846,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R43,23.409962622665443,26.69859511067987,1242.5445921636417,0.9714267852789904,4.827551022612925,3.2886324880144286,0.6812216945217179,257.3861128227105,0.2012255863746838,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R42,20.940479592465923,27.918464286730725,1222.7403032695331,0.8167018782552118,10.273083416079754,6.977984694264801,0.6792492975714224,119.0236907212942,0.0794991966070171,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R30,23.448166503051755,38.05687842684964,594.4126383751312,0.662172510502637,10.949522330269817,14.608711923797888,1.3341871438000803,54.28662734737615,0.0604750134781742,0,40,Medium,"['High thermal rise per kW', 'Insufficient airflow per load']",High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R01,16.68964790487306,20.756344482608267,1037.801212914212,0.7135538943131281,5.051416462877475,4.066696577735208,0.8050606414301992,205.44756516136505,0.1412581796723727,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R37,21.033754642497414,32.439938902893545,631.7233130939405,0.6347061668992607,9.231924296012432,11.406184260396133,1.2355153589509862,68.4281296984641,0.0687512317636108,0,40,Medium,"['High thermal rise per kW', 'Insufficient airflow per load']",High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R24,18.16245756940192,25.087045440097267,1075.51216697576,0.681814801189647,9.3271706300566,6.924587870695348,0.7424103348534247,115.30958418514892,0.0730998529170801,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R49,21.11646795354797,30.64304321073432,1001.5753194325542,0.6333905071376424,11.979664365440478,9.526575257186348,0.7952288951157162,83.60629220313949,0.052872141306803,0,40,Medium,"['High thermal rise per kW', 'Insufficient airflow per load']",High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R32,22.67964192837329,38.42375981155065,567.6672209057272,0.6197809453334862,11.174392973699884,15.744117883177363,1.4089461432252124,50.8007210988366,0.0554643949601742,0,60,High,"['High thermal rise per kW', 'Excessive temperature rise', 'Insufficient airflow per load']",Excessive temperature rise,Check rack heat load and cooling delivery for the affected rack.
R32,23.455666228331733,34.40564982422511,592.158229904158,0.5404266631663577,8.334270514914543,10.949983595893377,1.313850273553984,71.05099706620572,0.0648439071181143,0,40,Medium,"['High thermal rise per kW', 'Insufficient airflow per load']",High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R05,20.01892734973862,26.66417659011439,1003.493430188218,0.8167648553804474,8.690752475342215,6.645249240375769,0.7646345076827308,115.46680601425176,0.0939809133556396,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R29,23.77502322883253,37.33524187011548,647.1957934049661,0.6629794526009424,10.72522924332348,13.560218641282948,1.26432902585502,60.34330630348526,0.0618149447028044,0,40,Medium,"['High thermal rise per kW', 'Insufficient airflow per load']",High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R20,23.24109643192347,32.030243549770674,794.3122052660683,0.5871832145024958,8.806555113685048,8.789147117847204,0.9980232911038286,90.19556398752762,0.0666756986043311,0,40,Medium,"['High thermal rise per kW', 'Insufficient airflow per load']",High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R01,25.74463823464144,34.599840080803645,839.2002262482584,0.8676080596203861,9.081211053353528,8.855201846162206,0.9751124375522734,92.41060705646268,0.0955388058402182,0,40,Medium,"['High thermal rise per kW', 'Insufficient airflow per load']",High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R07,18.785033530877545,25.20388715273488,1130.4581762437963,0.908611100100608,8.939856414307611,6.418853621857334,0.7180041070440919,126.45149137234212,0.1016359836212178,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R48,20.797205508856543,28.34252130032598,1173.479955645901,0.7791467268035488,11.688774161599143,7.545315791469438,0.6455181430622458,100.39375724283452,0.0666576936154059,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R19,23.23528169102229,29.16983483909602,1432.0044067562303,0.9485551299762884,9.533601109832157,5.934553148073729,0.6224880902509471,150.20603340319963,0.0994959951699707,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R11,18.30039412567153,26.550358464466864,1191.8850309492102,0.8926703255569718,11.420714947988529,8.24996433879533,0.7223684661045107,104.36168281733804,0.0781623855969011,0,30,Medium,['High thermal rise per kW'],High thermal rise per kW,Review cooling efficiency and consider increasing airflow or reducing load.
R25,25.73154902228952,41.34798412133978,466.6734314796456,0.5025307919231093,8.971515921972502,15.61643509905026,1.740668492913602,52.01723271054971,0.0560140333354746,0,60,High,"['High thermal rise per kW', 'Excessive temperature rise', 'Insufficient airflow per load']",Excessive temperature rise,Check rack heat load and cooling delivery for the affected rack.
